,index,user.id,image,emotion,image_size
2304,2265,302,Colin_Powell_0152.jpg,neutral,"(350, 350)"
2305,11482,dwdii,Sybille_Schmid_0001.jpg,happiness,"(350, 350)"
2306,6127,dwdii,Jia_Qinglin_0001.jpg,happiness,"(350, 350)"
2307,9880,dwdii,Pierre_Boulanger_0002.jpg,happiness,"(350, 350)"
2308,5801,dwdii,Jean_Chretien_0008.jpg,neutral,"(350, 350)"
2309,6255,dwdii,Joel_Todd_0001.jpg,neutral,"(350, 350)"
2310,8994,dwdii,Mohammed_Salmane_0001.jpg,neutral,"(350, 350)"
2311,5389,302,Jack_Straw_0014.jpg,neutral,"(350, 350)"
2312,9842,dwdii,Philippe_Noiret_0001.jpg,happiness,"(350, 350)"
2313,4976,302,Heizo_Takenaka_0006.jpg,neutral,"(350, 350)"
2314,9662,dwdii,Paul_ONeill_0007.jpg,neutral,"(350, 350)"
2315,3279,302,Elton_John_0004.jpg,neutral,"(350, 350)"
2316,3367,302,Erika_Harold_0003.jpg,happiness,"(350, 350)"
2317,10607,dwdii,Roh_Moo-hyun_0005.jpg,happiness,"(350, 350)"
2318,11393,dwdii,Steve_Lavin_0005.jpg,neutral,"(350, 350)"
2319,2299,302,Colin_Powell_0186.jpg,happiness,"(350, 350)"
2320,5579,302,James_Schultz_0002.jpg,surprise,"(350, 350)"
2321,10700,dwdii,Rosemarie_Stack_0002.jpg,happiness,"(350, 350)"
2322,3781,302,George_Robertson_0008.jpg,neutral,"(350, 350)"
2323,8188,dwdii,Maria_Shriver_0003.jpg,happiness,"(350, 350)"
2324,193,302,Albert_Costa_0001.jpg,neutral,"(350, 350)"
2325,8236,dwdii,Marisol_Martinez_Sambran_0001.jpg,neutral,"(350, 350)"
2326,1488,302,Bridgette_Wilson-Sampras_0001.jpg,happiness,"(350, 350)"
2327,766,302,Arantxa_Sanchez-Vicario_0001.jpg,happiness,"(350, 350)"
2328,10540,dwdii,Rob_Marshall_0004.jpg,happiness,"(350, 350)"
2329,896,302,Arnold_Schwarzenegger_0014.jpg,happiness,"(350, 350)"
2330,1962,302,Christine_Todd_Whitman_0006.jpg,neutral,"(350, 350)"
2331,11020,dwdii,Serena_Williams_0021.jpg,happiness,"(350, 350)"
2332,12229,dwdii,Valdas_Adamkus_0001.jpg,neutral,"(350, 350)"
2333,9826,dwdii,Pete_Sampras_0019.jpg,neutral,"(350, 350)"
2334,7673,JN721,Leonardo_DiCaprio_0004.jpg,happiness,"(350, 350)"
2335,9076,dwdii,Naji_Sabri_0008.jpg,happiness,"(350, 350)"
2336,98,302,Adrien_Brody_0002.jpg,neutral,"(350, 350)"
2337,3247,302,Elizabeth_Smart_0003.jpg,happiness,"(350, 350)"
2338,10849,dwdii,Sally_Kirkland_0003.jpg,happiness,"(350, 350)"
2339,5058,302,Hitomi_Soga_0001.jpg,sadness,"(350, 350)"
2340,5192,302,Hugo_Chavez_0065.jpg,neutral,"(350, 350)"
2341,9298,dwdii,Nicole_Kidman_0007.jpg,happiness,"(350, 350)"
2342,6972,dwdii,Junichiro_Koizumi_0002.jpg,neutral,"(350, 350)"
2343,843,302,Ariel_Sharon_0077.jpg,neutral,"(350, 350)"
2344,946,302,Ascencion_Barajas_0001.jpg,neutral,"(350, 350)"
2345,7538,JN721,Laura_Bush_0015.jpg,happiness,"(350, 350)"
2346,9653,dwdii,Paul_Michael_Daniels_0001.jpg,neutral,"(350, 350)"
2347,534,302,Andrew_Bernard_0001.jpg,neutral,"(350, 350)"
2348,6589,dwdii,John_Rowland_0002.jpg,happiness,"(350, 350)"
2349,2619,302,David_Duval_0001.jpg,happiness,"(350, 350)"
2350,8395,dwdii,Mary_Carey_0001.jpg,happiness,"(350, 350)"
2351,11598,dwdii,Terje_Roed-Larsen_0001.jpg,neutral,"(350, 350)"
2352,3623,302,Fred_Funk_0001.jpg,neutral,"(350, 350)"
2353,10188,dwdii,Rey_Sanchez_0001.jpg,neutral,"(350, 350)"
2354,12651,dwdii,Yashwant_Sinha_0001.jpg,neutral,"(350, 350)"
2355,8051,dwdii,Mahendra_Chaudhry_0001.jpg,neutral,"(350, 350)"
2356,10737,dwdii,Ruben_Studdard_0001.jpg,happiness,"(350, 350)"
2357,11368,dwdii,Steven_Tyler_0001.jpg,happiness,"(350, 350)"
2358,1898,302,Cheryl_Hines_0001.jpg,happiness,"(350, 350)"
2359,11266,dwdii,Spencer_Abraham_0005.jpg,neutral,"(350, 350)"
2360,2187,302,Colin_Powell_0073.jpg,neutral,"(350, 350)"
2361,797,302,Ariel_Sharon_0028.jpg,neutral,"(350, 350)"
2362,6898,dwdii,Judy_Genshaft_0002.jpg,neutral,"(350, 350)"
2363,2130,302,Colin_Powell_0014.jpg,happiness,"(350, 350)"
2364,6546,dwdii,John_Negroponte_0018.jpg,neutral,"(350, 350)"
2365,7490,JN721,Larry_Donald_0001.jpg,neutral,"(350, 350)"
2366,8590,dwdii,Michael_Bloomberg_0013.jpg,happiness,"(350, 350)"
2367,912,302,Arnold_Schwarzenegger_0030.jpg,happiness,"(350, 350)"
2368,2424,302,Cruz_Bustamante_0004.jpg,happiness,"(350, 350)"
2369,236,302,Alejandro_Toledo_0017.jpg,happiness,"(350, 350)"
2370,7318,JN721,Kim_Ryong-sung_0008.jpg,neutral,"(350, 350)"
2371,8699,dwdii,Michael_Powell_0005.jpg,neutral,"(350, 350)"
2372,6863,dwdii,Juan_Carlos_Ferrero_0026.jpg,neutral,"(350, 350)"
2373,792,302,Ariel_Sharon_0023.jpg,happiness,"(350, 350)"
2374,11161,dwdii,Shimon_Peres_0006.jpg,happiness,"(350, 350)"
2375,7928,dwdii,Luis_Figo_0004.jpg,neutral,"(350, 350)"
2376,7095,dwdii,Kate_Capshaw_0001.jpg,happiness,"(350, 350)"
2377,12505,dwdii,Wilbert_Foy_0001.jpg,neutral,"(350, 350)"
2378,5734,dwdii,Jean-Claude_Juncker_0002.jpg,neutral,"(350, 350)"
2379,4874,302,Hans_Blix_0025.jpg,happiness,"(350, 350)"
2380,4645,302,Gray_Davis_0005.jpg,neutral,"(350, 350)"
2381,7074,dwdii,Kang_Gum-sil_0001.jpg,neutral,"(350, 350)"
2382,12374,dwdii,Vladimir_Meciar_0001.jpg,neutral,"(350, 350)"
2383,2272,302,Colin_Powell_0159.jpg,neutral,"(350, 350)"
2384,5450,302,Jacques_Chirac_0041.jpg,neutral,"(350, 350)"
2385,5181,302,Hugo_Chavez_0054.jpg,neutral,"(350, 350)"
2386,2956,302,Donald_Rumsfeld_0060.jpg,happiness,"(350, 350)"
2387,1490,302,Bridget_Fonda_0001.jpg,happiness,"(350, 350)"
2388,5795,dwdii,Jean_Chretien_0002.jpg,neutral,"(350, 350)"
2389,12664,dwdii,Yevgeny_Kafelnikov_0001.jpg,happiness,"(350, 350)"
2390,6516,dwdii,John_McCain_0004.jpg,neutral,"(350, 350)"
2391,4859,302,Hans_Blix_0008.jpg,neutral,"(350, 350)"
2392,3022,302,Donna_Morrissey_0001.jpg,neutral,"(350, 350)"
2393,5322,302,Isabella_Rossellini_0002.jpg,happiness,"(350, 350)"
2394,10234,dwdii,Richard_Armitage_0003.jpg,neutral,"(350, 350)"
2395,10551,dwdii,Rodrigo_Borja_0001.jpg,happiness,"(350, 350)"
2396,9798,dwdii,Peter_Struck_0004.jpg,neutral,"(350, 350)"
2397,11232,dwdii,Skip_Prosser_0001.jpg,neutral,"(350, 350)"
2398,322,302,Alicia_Molik_0001.jpg,neutral,"(350, 350)"
2399,2027,302,Ciaran_Hinds_0001.jpg,neutral,"(350, 350)"
2400,4311,302,George_W_Bush_0515.jpg,neutral,"(350, 350)"
2401,5668,302,Jason_Campbell_0001.jpg,neutral,"(350, 350)"
2402,8602,dwdii,Michael_Broad_0001.jpg,neutral,"(350, 350)"
2403,301,302,Alex_King_0001.jpg,neutral,"(350, 350)"
2404,7889,dwdii,Lucia_Kenny_Anthony_0001.jpg,neutral,"(350, 350)"
2405,2186,302,Colin_Powell_0072.jpg,happiness,"(350, 350)"
2406,7219,dwdii,Ken_Balk_0001.jpg,happiness,"(350, 350)"
2407,75,302,Adam_Scott_0002.jpg,neutral,"(350, 350)"
2408,7015,dwdii,Junichiro_Koizumi_0048.jpg,happiness,"(350, 350)"
2409,7669,JN721,Leonardo_Del_Vecchio_0001.jpg,neutral,"(350, 350)"
2410,5277,302,Igor_Ivanov_0012.jpg,neutral,"(350, 350)"
2411,4784,302,Halle_Berry_0002.jpg,anger,"(350, 350)"
2412,4377,302,Gerhard_Schroeder_0026.jpg,happiness,"(350, 350)"
2413,5098,302,Howard_Dean_0007.jpg,neutral,"(350, 350)"
2414,7860,dwdii,Lloyd_Ward_0001.jpg,neutral,"(350, 350)"
2415,12154,dwdii,Tracy_McGrady_0002.jpg,anger,"(350, 350)"
2416,10666,dwdii,Ronald_Kadish_0001.jpg,neutral,"(350, 350)"
2417,9140,dwdii,Nasser_al-Kidwa_0001.jpg,neutral,"(350, 350)"
2418,3458,302,Fazal-ur-Rehman_0001.jpg,neutral,"(350, 350)"
2419,12467,dwdii,Warren_Buffett_0002.jpg,happiness,"(350, 350)"
2420,2167,302,Colin_Powell_0052.jpg,neutral,"(350, 350)"
2421,3210,302,Elena_Likhovtseva_0001.jpg,neutral,"(350, 350)"
2422,1173,302,Bill_Belichick_0002.jpg,neutral,"(350, 350)"
2423,12370,dwdii,Vladimiro_Montesinos_0001.jpg,neutral,"(350, 350)"
2424,6300,dwdii,Joe_Strummer_0001.jpg,anger,"(350, 350)"
2425,6813,dwdii,Jose_Serra_0008.jpg,happiness,"(350, 350)"
2426,11432,dwdii,Sue_Grafton_0001.jpg,happiness,"(350, 350)"
2427,11791,dwdii,Todd_Wike_0001.jpg,neutral,"(350, 350)"
2428,3542,302,Frances_Fisher_0002.jpg,happiness,"(350, 350)"
2429,666,302,Anjum_Hussain_0001.jpg,neutral,"(350, 350)"
2430,10063,dwdii,Randy_Johnson_0001.jpg,neutral,"(350, 350)"
2431,4478,302,Gianni_Agnelli_0001.jpg,neutral,"(350, 350)"
2432,12696,dwdii,Yoriko_Kawaguchi_0013.jpg,happiness,"(350, 350)"
2433,10169,dwdii,Renee_Zellweger_0004.jpg,happiness,"(350, 350)"
2434,2401,302,Courtney_Love_0001.jpg,happiness,"(350, 350)"
2435,5898,dwdii,Jennie_Finch_0001.jpg,neutral,"(350, 350)"
2436,7535,JN721,Laura_Bush_0012.jpg,happiness,"(350, 350)"
2437,4948,302,Heath_Ledger_0004.jpg,happiness,"(350, 350)"
2438,9861,dwdii,Phil_Morris_0001.jpg,neutral,"(350, 350)"
2439,1911,302,Chistian_Stahl_0001.jpg,neutral,"(350, 350)"
2440,1302,302,Bill_Stapleton_0001.jpg,neutral,"(350, 350)"
2441,11918,dwdii,Tom_Poston_0001.jpg,sadness,"(350, 350)"
2442,9010,dwdii,Monica_Seles_0002.jpg,happiness,"(350, 350)"
2443,7071,dwdii,Kamal_Kharrazi_0005.jpg,happiness,"(350, 350)"
2444,9513,dwdii,Patrick_Coleman_0001.jpg,neutral,"(350, 350)"
2445,12040,dwdii,Tony_Blair_0063.jpg,neutral,"(350, 350)"
2446,10975,dwdii,Sean_Hayes_0002.jpg,happiness,"(350, 350)"
2447,1435,302,Brandon_Knight_0001.jpg,neutral,"(350, 350)"
2448,8609,dwdii,Michael_Chang_0001.jpg,happiness,"(350, 350)"
2449,872,302,Arnaud_Clement_0001.jpg,contempt,"(350, 350)"
2450,10256,dwdii,Richard_Gephardt_0004.jpg,neutral,"(350, 350)"
2451,2995,302,Donald_Rumsfeld_0100.jpg,neutral,"(350, 350)"
2452,6243,dwdii,Joaquim_Rodriguez_0001.jpg,happiness,"(350, 350)"
2453,4128,302,George_W_Bush_0330.jpg,neutral,"(350, 350)"
2454,12183,dwdii,Trudi_Lacey_0001.jpg,happiness,"(350, 350)"
2455,6639,dwdii,John_Walsh_0001.jpg,neutral,"(350, 350)"
2456,10617,dwdii,Roh_Moo-hyun_0015.jpg,neutral,"(350, 350)"
2457,12248,dwdii,Valery_Giscard_dEstaing_0006.jpg,happiness,"(350, 350)"
2458,11327,dwdii,Stephanie_Zimbalist_0001.jpg,happiness,"(350, 350)"
2459,34,302,Abdullah_Gul_0003.jpg,happiness,"(350, 350)"
2460,3597,302,Frank_Van_Ecke_0001.jpg,neutral,"(350, 350)"
2461,6855,dwdii,Juan_Carlos_Ferrero_0018.jpg,neutral,"(350, 350)"
2462,4037,302,George_W_Bush_0237.jpg,neutral,"(350, 350)"
2463,5527,302,James_Franco_0001.jpg,happiness,"(350, 350)"
2464,9654,dwdii,Paul_Murphy_0001.jpg,happiness,"(350, 350)"
2465,1310,302,Binyamin_Ben-Eliezer_0005.jpg,neutral,"(350, 350)"
2466,4038,302,George_W_Bush_0238.jpg,neutral,"(350, 350)"
2467,2510,302,Dan_Reeves_0001.jpg,neutral,"(350, 350)"
2468,154,302,Akhmed_Zakayev_0003.jpg,neutral,"(350, 350)"
2469,3070,302,Doug_Wilson_0001.jpg,happiness,"(350, 350)"
2470,3717,302,Geoff_Hoon_0005.jpg,neutral,"(350, 350)"
2471,2594,302,David_Bell_0002.jpg,neutral,"(350, 350)"
2472,7966,dwdii,Luiz_Inacio_Lula_da_Silva_0021.jpg,happiness,"(350, 350)"
2473,11649,dwdii,Thomas_Enqvist_0001.jpg,anger,"(350, 350)"
2474,9034,dwdii,Muammar_Gaddafi_0001.jpg,neutral,"(350, 350)"
2475,1346,302,Bob_Graham_0001.jpg,happiness,"(350, 350)"
2476,10445,dwdii,Robert_De_Niro_0003.jpg,happiness,"(350, 350)"
2477,2952,302,Donald_Rumsfeld_0056.jpg,neutral,"(350, 350)"
2478,9005,dwdii,Monica_Gabrielle_0001.jpg,neutral,"(350, 350)"
2479,5669,302,Jason_Clermont_0001.jpg,happiness,"(350, 350)"
2480,8452,dwdii,Matt_Anderson_0001.jpg,neutral,"(350, 350)"
2481,3765,302,George_Papandreou_0001.jpg,happiness,"(350, 350)"
2482,8004,dwdii,Lynne_Cheney_0002.jpg,neutral,"(350, 350)"
2483,3626,302,Fred_Swan_0001.jpg,happiness,"(350, 350)"
2484,1073,302,Benjamin_Franklin_0001.jpg,neutral,"(350, 350)"
2485,198,302,Albert_Costa_0006.jpg,neutral,"(350, 350)"
2486,1907,302,Chin-Hui_Tsao_0001.jpg,happiness,"(350, 350)"
2487,10090,dwdii,Ray_Allen_0001.jpg,neutral,"(350, 350)"
2488,6363,dwdii,John_Ashcroft_0024.jpg,neutral,"(350, 350)"
2489,2125,302,Colin_Powell_0009.jpg,neutral,"(350, 350)"
2490,9000,dwdii,Mona_Rishmawi_0001.jpg,neutral,"(350, 350)"
2491,4904,302,Harrison_Ford_0005.jpg,happiness,"(350, 350)"
2492,4046,302,George_W_Bush_0246.jpg,neutral,"(350, 350)"
2493,8217,dwdii,Marion_Fahnestock_0001.jpg,happiness,"(350, 350)"
2494,2691,302,David_Wells_0005.jpg,neutral,"(350, 350)"
2495,3180,302,Edwin_Edwards_0003.jpg,neutral,"(350, 350)"
2496,7377,JN721,Kofi_Annan_0018.jpg,neutral,"(350, 350)"
2497,10104,dwdii,Ray_Romano_0003.jpg,happiness,"(350, 350)"
2498,11033,dwdii,Serena_Williams_0035.jpg,neutral,"(350, 350)"
2499,12293,dwdii,Vicente_Fox_0004.jpg,neutral,"(350, 350)"
2500,2646,302,David_Modell_0001.jpg,sadness,"(350, 350)"
2501,9096,dwdii,Nancy_Pelosi_0015.jpg,happiness,"(350, 350)"
2502,8783,dwdii,Miguel_Angel_Rodriguez_0001.jpg,happiness,"(350, 350)"
2503,6699,dwdii,Jorge_Castaneda_0002.jpg,neutral,"(350, 350)"
2504,11528,dwdii,Talisa_Soto_0001.jpg,happiness,"(350, 350)"
2505,8787,dwdii,Miguel_Estrada_0002.jpg,happiness,"(350, 350)"
2506,5270,302,Igor_Ivanov_0004.jpg,neutral,"(350, 350)"
2507,3963,302,George_W_Bush_0160.jpg,surprise,"(350, 350)"
2508,10427,dwdii,Robert_Blackwill_0002.jpg,happiness,"(350, 350)"
2509,6740,dwdii,Joseph_Ganim_0001.jpg,neutral,"(350, 350)"
2510,2182,302,Colin_Powell_0067.jpg,neutral,"(350, 350)"
2511,4738,302,Guillermo_Ortiz_0001.jpg,happiness,"(350, 350)"
2512,11060,dwdii,Sergey_Lavrov_0002.jpg,happiness,"(350, 350)"
2513,3746,302,George_HW_Bush_0006.jpg,neutral,"(350, 350)"
2514,10350,dwdii,Rick_Carlisle_0004.jpg,happiness,"(350, 350)"
2515,650,302,Angelina_Jolie_0019.jpg,neutral,"(350, 350)"
2516,1681,302,Carlton_Baugh_0001.jpg,neutral,"(350, 350)"
2517,12433,dwdii,Vojislav_Kostunica_0007.jpg,neutral,"(350, 350)"
2518,7805,dwdii,Liu_Ye_0001.jpg,happiness,"(350, 350)"
2519,6116,dwdii,Jiang_Zemin_0010.jpg,neutral,"(350, 350)"
2520,12625,dwdii,Xavier_Malisse_0005.jpg,neutral,"(350, 350)"
2521,7332,JN721,Kimi_Raikkonen_0003.jpg,neutral,"(350, 350)"
2522,4185,302,George_W_Bush_0387.jpg,neutral,"(350, 350)"
2523,1712,302,Carol_Burnett_0001.jpg,happiness,"(350, 350)"
2524,5515,302,James_Cameron_0001.jpg,neutral,"(350, 350)"
2525,8359,dwdii,Martin_Lawrence_0001.jpg,neutral,"(350, 350)"
2526,7174,dwdii,Keith_Olbermann_0001.jpg,happiness,"(350, 350)"
2527,6776,dwdii,Jose_Maria_Aznar_0002.jpg,happiness,"(350, 350)"
2528,610,302,Andy_Roddick_0009.jpg,happiness,"(350, 350)"
2529,3739,302,George_Galloway_0003.jpg,neutral,"(350, 350)"
2530,9516,dwdii,Patrick_Ewing_0001.jpg,surprise,"(350, 350)"
2531,5941,dwdii,Jennifer_Capriati_0024.jpg,anger,"(350, 350)"
2532,3926,302,George_W_Bush_0122.jpg,neutral,"(350, 350)"
2533,8933,dwdii,Mitchell_Swartz_0001.jpg,neutral,"(350, 350)"
2534,2685,302,David_Trimble_0004.jpg,neutral,"(350, 350)"
2535,4949,302,Hector_Babenco_0001.jpg,neutral,"(350, 350)"
2536,11690,dwdii,Tiger_Woods_0002.jpg,happiness,"(350, 350)"
2537,9635,dwdii,Paul_Luvera_0001.jpg,neutral,"(350, 350)"
2538,1199,302,Bill_Clinton_0018.jpg,happiness,"(350, 350)"
2539,1207,302,Bill_Clinton_0026.jpg,happiness,"(350, 350)"
2540,2572,302,David_Beckham_0010.jpg,neutral,"(350, 350)"
2541,5900,dwdii,Jennifer_Aniston_0001.jpg,fear,"(350, 350)"
2542,7619,JN721,Lee_Ann_Womack_0001.jpg,happiness,"(350, 350)"
2543,9389,dwdii,Olesya_Bonabarenko_0001.jpg,happiness,"(350, 350)"
2544,9011,dwdii,Monica_Seles_0003.jpg,anger,"(350, 350)"
2545,4236,302,George_W_Bush_0438.jpg,happiness,"(350, 350)"
2546,6742,dwdii,Joseph_Kabila_0001.jpg,happiness,"(350, 350)"
2547,11077,dwdii,Sergio_Vieira_De_Mello_0002.jpg,surprise,"(350, 350)"
2548,8873,dwdii,Mikhail_Gorbachev_0001.jpg,happiness,"(350, 350)"
2549,10537,dwdii,Rob_Marshall_0001.jpg,happiness,"(350, 350)"
2550,1472,302,Brian_Henson_0001.jpg,happiness,"(350, 350)"
2551,11239,dwdii,Sofyan_Dawood_0001.jpg,neutral,"(350, 350)"
2552,9673,dwdii,Paul_Sarbanes_0003.jpg,neutral,"(350, 350)"
2553,7985,dwdii,Luiz_Inacio_Lula_da_Silva_0042.jpg,neutral,"(350, 350)"
2554,2606,302,David_Caruso_0001.jpg,neutral,"(350, 350)"
2555,8385,dwdii,Marvan_Atapattu_0001.jpg,neutral,"(350, 350)"
2556,8345,dwdii,Martin_Boryczewski_0001.jpg,neutral,"(350, 350)"
2557,5872,dwdii,Jeffrey_Immelt_0002.jpg,neutral,"(350, 350)"
2558,2214,302,Colin_Powell_0100.jpg,neutral,"(350, 350)"
2559,12109,dwdii,Tony_Blair_0133.jpg,happiness,"(350, 350)"
2560,8827,dwdii,Mike_Martz_0006.jpg,neutral,"(350, 350)"
2561,11371,dwdii,Steve_Allan_0001.jpg,happiness,"(350, 350)"
2562,12491,dwdii,Wen_Jiabao_0006.jpg,neutral,"(350, 350)"
2563,4419,302,Gerhard_Schroeder_0068.jpg,happiness,"(350, 350)"
2564,8048,dwdii,Mahathir_Mohamad_0014.jpg,neutral,"(350, 350)"
2565,6080,dwdii,Jesper_Parnevik_0001.jpg,neutral,"(350, 350)"
2566,7830,dwdii,Lleyton_Hewitt_0015.jpg,anger,"(350, 350)"
2567,11757,dwdii,Tim_Jones_0001.jpg,neutral,"(350, 350)"
2568,903,302,Arnold_Schwarzenegger_0021.jpg,neutral,"(350, 350)"
2569,2387,302,Corey_Maggette_0001.jpg,neutral,"(350, 350)"
2570,10869,dwdii,Salma_Hayek_0013.jpg,happiness,"(350, 350)"
2571,1929,302,Christian_Lacroix_0001.jpg,happiness,"(350, 350)"
2572,6567,dwdii,John_Paul_II_0007.jpg,neutral,"(350, 350)"
2573,12506,dwdii,Wilfredo_Moreno_0001.jpg,anger,"(350, 350)"
2574,10243,dwdii,Richard_Butler_0001.jpg,neutral,"(350, 350)"
2575,11012,dwdii,Serena_Williams_0011.jpg,anger,"(350, 350)"
2576,6689,dwdii,Jon_Voight_0001.jpg,happiness,"(350, 350)"
2577,9804,dwdii,Pete_Carroll_0002.jpg,surprise,"(350, 350)"
2578,351,302,Ali_Naimi_0006.jpg,neutral,"(350, 350)"
2579,6620,dwdii,John_Stockton_0005.jpg,neutral,"(350, 350)"
2580,12523,dwdii,William_Donaldson_0007.jpg,neutral,"(350, 350)"
2581,900,302,Arnold_Schwarzenegger_0018.jpg,happiness,"(350, 350)"
2582,3143,302,Eduardo_Duhalde_0014.jpg,happiness,"(350, 350)"
2583,6842,dwdii,Juan_Carlos_Ferrero_0004.jpg,neutral,"(350, 350)"
2584,7666,JN721,Leonard_Hamilton_0001.jpg,neutral,"(350, 350)"
2585,11964,dwdii,Tom_Watson_0003.jpg,happiness,"(350, 350)"
2586,10241,dwdii,Richard_Branson_0001.jpg,happiness,"(350, 350)"
2587,5496,302,James_Blake_0004.jpg,neutral,"(350, 350)"
2588,11678,dwdii,Thomas_Ulrich_0001.jpg,happiness,"(350, 350)"
2589,8662,dwdii,Michael_J_Fox_0001.jpg,neutral,"(350, 350)"
2590,6411,dwdii,John_Bond_0001.jpg,neutral,"(350, 350)"
2591,6066,dwdii,Jerry_McEntee_0001.jpg,neutral,"(350, 350)"
2592,5660,302,Jan_van_Breda_Kolff_0001.jpg,neutral,"(350, 350)"
2593,11765,dwdii,Tim_Robbins_0004.jpg,happiness,"(350, 350)"
2594,467,302,Amelie_Mauresmo_0012.jpg,happiness,"(350, 350)"
2595,7176,dwdii,Keith_Rodriguez_0001.jpg,sadness,"(350, 350)"
2596,69,302,Adam_Rich_0001.jpg,neutral,"(350, 350)"
2597,11374,dwdii,Steve_Avery_0001.jpg,happiness,"(350, 350)"
2598,10328,dwdii,Richie_Adubato_0001.jpg,neutral,"(350, 350)"
2599,8902,dwdii,Milton_Berle_0001.jpg,happiness,"(350, 350)"
2600,6774,dwdii,Jose_Manuel_Durao_Barroso_0006.jpg,neutral,"(350, 350)"
2601,5544,302,James_Kelly_0003.jpg,neutral,"(350, 350)"
2602,5339,302,Itzhak_Perlman_0001.jpg,neutral,"(350, 350)"
2603,9868,dwdii,Pierce_Brosnan_0003.jpg,happiness,"(350, 350)"
2604,3363,302,Erika_Christensen_0001.jpg,happiness,"(350, 350)"
2605,8448,dwdii,Matthew_Perry_0006.jpg,neutral,"(350, 350)"
2606,3741,302,George_Gregan_0001.jpg,surprise,"(350, 350)"
2607,9053,dwdii,Mukesh_Ambani_0001.jpg,neutral,"(350, 350)"
2608,4177,302,George_W_Bush_0379.jpg,neutral,"(350, 350)"
2609,4476,302,Gianna_Angelopoulos-Daskalaki_0003.jpg,happiness,"(350, 350)"
2610,2291,302,Colin_Powell_0178.jpg,neutral,"(350, 350)"
2611,11539,dwdii,Tang_Jiaxuan_0001.jpg,happiness,"(350, 350)"
2612,10217,dwdii,Ricardo_Lagos_0027.jpg,happiness,"(350, 350)"
2613,9825,dwdii,Pete_Sampras_0018.jpg,neutral,"(350, 350)"
2614,3546,302,Francisco_Flores_0004.jpg,happiness,"(350, 350)"
2615,12182,dwdii,Troy_Polamalu_0001.jpg,neutral,"(350, 350)"
2616,6324,dwdii,John_Abizaid_0004.jpg,happiness,"(350, 350)"
2617,12214,dwdii,Uthai_Pimchaichon_0001.jpg,neutral,"(350, 350)"
2618,12469,dwdii,Warren_Granados_0001.jpg,happiness,"(350, 350)"
2619,12557,dwdii,William_Swor_0001.jpg,neutral,"(350, 350)"
2620,1455,302,Brett_Hull_0001.jpg,happiness,"(350, 350)"
2621,3430,302,Ewan_McGregor_0001.jpg,happiness,"(350, 350)"
2622,9314,dwdii,Nikki_Cascone_0001.jpg,happiness,"(350, 350)"
2623,10120,dwdii,Rebekah_Chantay_Revels_0001.jpg,happiness,"(350, 350)"
2624,7886,dwdii,Luciano_Bovicelli_0001.jpg,happiness,"(350, 350)"
2625,7283,JN721,Kim_Clijsters_0006.jpg,happiness,"(350, 350)"
2626,7747,JN721,Linda_Franklin_0001.jpg,happiness,"(350, 350)"
2627,4941,302,Heather_Mills_0001.jpg,happiness,"(350, 350)"
2628,173,302,Alan_Stonecipher_0001.jpg,neutral,"(350, 350)"
2629,12449,dwdii,Walter_Mondale_0010.jpg,happiness,"(350, 350)"
2630,5466,302,Jacques_Rogge_0004.jpg,neutral,"(350, 350)"
2631,11606,dwdii,Terry_Gilliam_0001.jpg,neutral,"(350, 350)"
2632,6279,dwdii,Joe_Lieberman_0003.jpg,neutral,"(350, 350)"
2633,4940,302,Heather_Locklear_0001.jpg,happiness,"(350, 350)"
2634,10251,dwdii,Richard_Dreyfuss_0001.jpg,neutral,"(350, 350)"
2635,12273,dwdii,Venus_Williams_0009.jpg,sadness,"(350, 350)"
2636,2946,302,Donald_Rumsfeld_0050.jpg,neutral,"(350, 350)"
2637,11886,dwdii,Tom_Daschle_0024.jpg,neutral,"(350, 350)"
2638,4733,302,Guillermo_Coria_0027.jpg,neutral,"(350, 350)"
2639,1340,302,Bob_Dole_0003.jpg,neutral,"(350, 350)"
2640,2737,302,Denise_van_Outen_0001.jpg,happiness,"(350, 350)"
2641,12637,dwdii,Yann_Martel_0002.jpg,happiness,"(350, 350)"
2642,12711,dwdii,Yu_Shyi-kun_0001.jpg,happiness,"(350, 350)"
2643,2775,302,Derek_King_0001.jpg,neutral,"(350, 350)"
2644,11664,dwdii,Thomas_OBrien_0001.jpg,neutral,"(350, 350)"
2645,1563,302,Calista_Flockhart_0004.jpg,happiness,"(350, 350)"
2646,4269,302,George_W_Bush_0471.jpg,neutral,"(350, 350)"
2647,9027,dwdii,Morris_Watts_0001.jpg,neutral,"(350, 350)"
2648,7680,JN721,Leonid_Kuchma_0001.jpg,neutral,"(350, 350)"
2649,6549,dwdii,John_Negroponte_0021.jpg,surprise,"(350, 350)"
2650,2786,302,Desmon_Farmer_0001.jpg,happiness,"(350, 350)"
2651,2145,302,Colin_Powell_0029.jpg,neutral,"(350, 350)"
2652,3483,302,Fernando_Gonzalez_0004.jpg,surprise,"(350, 350)"
2653,605,302,Andy_Roddick_0002.jpg,happiness,"(350, 350)"
2654,1564,302,Calista_Flockhart_0005.jpg,happiness,"(350, 350)"
2655,4189,302,George_W_Bush_0391.jpg,neutral,"(350, 350)"
2656,507,302,Ana_Palacio_0003.jpg,neutral,"(350, 350)"
2657,373,302,Alvaro_Silva_Calderon_0002.jpg,happiness,"(350, 350)"
